run_id,timestamp_iso,t_elapsed_s,pass_index,pass_type,driven_amp,commanded_kv,commanded_gen_v,ain,amp_label,kind,mean_v,std_v,min_v,max_v,n_samples,n_windows,converted_value,converted_unit,stream_profile
cal_20260804T111952,2026-08-04T16:20:01.438036+00:00,9.292156099982094,0,up,X+,-4.4,-4.4,AIN10,X-,current,-0.005356940780697623,0.04310233361206308,-0.07225464284420013,0.05794014036655426,12500,10,-0.05356940780697623,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:01.438036+00:00,9.292156099982094,0,up,X+,-4.4,-4.4,AIN9,Y+,voltage,-0.009876676008510403,0.003313270290037662,-0.023080112412571907,-0.0006993973511271179,12500,10,-0.009876676008510403,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:01.438036+00:00,9.292156099982094,0,up,X+,-4.4,-4.4,AIN8,Y+,current,-0.003093242353758542,0.042288230519672225,-0.07099375873804092,0.05888593941926956,12500,10,-0.03093242353758542,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:01.438036+00:00,9.292156099982094,0,up,X+,-4.4,-4.4,AIN7,Y-,voltage,-0.009976992048016982,0.003256595398814778,-0.01709090732038021,0.0015073696849867702,12500,10,-0.009976992048016982,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:01.438036+00:00,9.292156099982094,0,up,X+,-4.4,-4.4,AIN6,Y-,current,-0.003959643552912166,0.05083915305867427,-0.08328738808631897,0.07275768369436264,12500,10,-0.03959643552912166,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN13,X+,voltage,-4.199824868545532,0.002694360300865861,-4.207013130187988,-4.191251754760742,12500,10,-4.199824868545532,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN12,X+,current,-0.027103914769780822,0.0462712106066046,-0.09715712815523148,0.044383663684129715,12500,10,-0.27103914769780824,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN11,X-,voltage,-0.014793826445348095,0.002891151325417138,-0.02371055632829666,0.0002463022246956825,12500,10,-0.014793826445348095,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN10,X-,current,-0.005338279480977217,0.04309168925549798,-0.07256986200809479,0.05762487277388573,12500,10,-0.05338279480977217,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:03.230428+00:00,11.084533600020222,0,up,X+,-4.2,-4.2,AIN9,Y+,voltage,-0.009904264176969883,0.003316475662163578,-0.02371055632829666,-0.0003841760044451803,12500,10,-0.009904264176969883,kV,WAVEFORM
